1|https://exej2saedb8.exactdn.com/wp-content/uploads/2022/02/Screen-Shot-2022-02-04-at-2.28.40-PM.png?strip=all&lossy=1&ssl=1|1
2|https://hips.hearstapps.com/hmg-prod/images/edc100122brockschmidt-web-001-1664480031.jpg|1
3|https://cdn.luxe.digital/media/20230123162705/most-expensive-houses-in-the-world-reviews-luxe-digital.jpg|2
4|https://thumbor.forbes.com/thumbor/fit-in/x/https://www.forbes.com/home-improvement/wp-content/uploads/2022/04/05_interiordesignercagla_Screen_Shot_2022-03-24_at_2.52.10_PM.png|2
5|https://www.thespruce.com/thmb/E5UZerx71a8b4ccvzbDc60ytGk8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/KMINovDec2020_017-65d7c274641345d49de8d29746d666a6.jpg|8
6|https://www.mydomaine.com/thmb/Iyqrw2kzIyDyqJIFrA7-XS2Pfq0=/1080x0/filters:no_upscale():strip_icc()/JanetComer1-8318588a9d5341c5b0b6997265a4aab1.jpg|3
7|https://www.thespruce.com/thmb/-hHAjJKUBwCnLaOM4rExHOiP1ew=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/236711611_512341336735727_1537990216564149099_n-db5ce0a48ff84888a632b7ee462885d8.jpg|3
8|http://cdn.home-designing.com/wp-content/uploads/2014/02/4-Lounge-decor.jpeg|4
9|https://images1.loopnet.com/i2/InuBmxVjt10bN61HRAcpylhkOotfuUNjdC4mdDsEcic/112/image.jpg|5
10|https://www.realsimple.com/thmb/qIA3ITLQYJ5l7guzRzxBUnaHThY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/timeless-kitchen-1-2000-60ae3b5f812f4cf1aa11bd8e4cafb560.jpg|5
11|https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4d70qKy6T8SM70ukHiYUdGQ8lhwvUcWEjgFOdadBVCaccviKPmlL6U8IaV6NoST6WJd8&usqp=CAU|6
12|https://tara.rs/wp-content/uploads/2022/08/popovic-spa-house-tara-42.jpg|1
13|/Resources/Images/a2.jpg|1
14|/Resources/Images/a2.jpg|1
15|/Resources/Images/a2.jpg|11
16|/Resources/Images/a2.jpg|12
17|/Resources/Images/a2.jpg|13
